,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q2_Q3_0.5,0.82389,0.80522,0.76333,0.77263,0.76416,0.76608,0.76917,0.77246,0.76374,0.76784,0.79719,0.79307,0.88777,0.78309
Q2_Q4_0.5,0.84056,0.86024,0.79511,0.78602,0.77196,0.77090,0.77537,0.79136,0.76589,0.78956,0.79626,0.79904,0.88825,0.81426
Q3_Q4_0.5,0.82694,0.87670,0.79913,0.78946,0.76601,0.76597,0.77431,0.79353,0.76143,0.79464,0.80096,0.80375,0.88795,0.81737
Q1_0.5,0.83170,0.76453,0.78040,0.77045,0.76601,0.76266,0.76537,0.77929,0.76211,0.76844,0.79179,0.79209,0.88773,0.78817
Q2_0.5,0.81217,0.78022,0.76032,0.76044,0.76014,0.75810,0.76019,0.76441,0.75796,0.76100,0.77966,0.77972,0.88801,0.77181
Q3_0.5,0.80036,0.81395,0.75932,0.76251,0.75617,0.75834,0.76266,0.76277,0.75850,0.76587,0.77973,0.77944,0.88770,0.77087
Q4_0.5,0.81707,0.86002,0.79447,0.77139,0.75767,0.75940,0.76442,0.78494,0.75482,0.78882,0.79374,0.79202,0.88826,0.80848
Q1_Q2_0.75,0.86047,0.77557,0.81297,0.83433,0.79594,0.78484,0.78683,0.82174,0.77872,0.78170,0.83268,0.81829,0.88769,0.83284
Q1_Q3_0.75,0.85755,0.80860,0.79470,0.81881,0.78873,0.78565,0.78543,0.80305,0.78240,0.78919,0.81786,0.81096,0.88673,0.81254
Q1_Q4_0.75,0.86590,0.84940,0.84216,0.85242,0.81889,0.82582,0.82199,0.84366,0.80831,0.84113,0.84495,0.84428,0.88808,0.85938
Q2_Q3_0.75,0.82626,0.80641,0.76430,0.79535,0.76653,0.77914,0.77671,0.77607,0.77051,0.76636,0.79238,0.78946,0.88782,0.78677
Q2_Q4_0.75,0.85217,0.87705,0.79915,0.81493,0.78484,0.78455,0.78402,0.80294,0.77594,0.79511,0.82337,0.81865,0.88879,0.83790
Q3_Q4_0.75,0.83591,0.88023,0.82248,0.83173,0.78477,0.78104,0.79305,0.81942,0.77668,0.80958,0.81196,0.82569,0.88754,0.84916
Q1_0.75,0.83632,0.76331,0.79091,0.80097,0.77693,0.77208,0.77276,0.79397,0.76997,0.77393,0.80332,0.80949,0.88739,0.80195
Q2_0.75,0.82092,0.78231,0.76287,0.76810,0.76370,0.75962,0.76492,0.76964,0.75809,0.76149,0.79238,0.78479,0.88827,0.77604
Q3_0.75,0.80563,0.82523,0.76110,0.77233,0.75783,0.75999,0.76979,0.76490,0.75910,0.77156,0.78871,0.78034,0.88742,0.77552
Q4_0.75,0.82813,0.86673,0.80644,0.80015,0.77259,0.77300,0.77734,0.79762,0.76739,0.79436,0.80314,0.80171,0.88830,0.82809
Q1_Q2_1.0,0.85820,0.76960,0.83397,0.86228,0.85151,0.84757,0.83061,0.84048,0.84279,0.79923,0.86229,0.85867,0.88761,0.86374
Q1_Q3_1.0,0.86294,0.81093,0.79712,0.82656,0.80894,0.80850,0.79883,0.80925,0.80182,0.78600,0.82433,0.83058,0.88638,0.82686
Q1_Q4_1.0,0.86325,0.84122,0.86615,0.87275,0.85429,0.86624,0.86760,0.86764,0.86120,0.86203,0.87576,0.87301,0.88806,0.88105
Q2_Q3_1.0,0.83135,0.80428,0.76833,0.81828,0.77094,0.80180,0.79194,0.78362,0.80180,0.77725,0.80143,0.80795,0.88763,0.79739
Q2_Q4_1.0,0.85772,0.87791,0.79411,0.82319,0.79370,0.80222,0.79114,0.80989,0.80473,0.80273,0.82257,0.83144,0.88855,0.86240
Q3_Q4_1.0,0.83907,0.81907,0.82700,0.84120,0.83845,0.82371,0.78895,0.82545,0.82141,0.83574,0.85641,0.85584,0.88739,0.88010
Q1_1.0,0.83205,0.76061,0.79298,0.82865,0.77881,0.78040,0.78056,0.79797,0.77735,0.78033,0.82178,0.81200,0.88723,0.81178
Q2_1.0,0.82955,0.78357,0.76519,0.77825,0.77003,0.76567,0.77151,0.77414,0.76382,0.76288,0.79495,0.78518,0.88839,0.78420
Q3_1.0,0.81164,0.82995,0.76192,0.77923,0.75871,0.76942,0.77655,0.76735,0.76804,0.76935,0.77853,0.78883,0.88716,0.77827
Q4_1.0,0.83874,0.83328,0.79114,0.80889,0.76778,0.77532,0.77035,0.78451,0.77248,0.79981,0.81230,0.82065,0.88817,0.84483
